,iterations per agent,number of agents,random seed,average utility of best design,smax,smin,number of created designs
404,27,100,5,0.6454031526725931,0.8417455214198867,0.1658020626086939,557
405,29,100,5,0.657225852686892,0.8417455214198867,0.1658020626086939,595
406,31,100,5,0.6610311118494648,0.8417455214198867,0.1658020626086939,624
407,33,100,5,0.6649007481707805,0.8417455214198867,0.1658020626086939,651
408,35,100,5,0.6721037059175611,0.8417455214198867,0.1658020626086939,682
409,37,100,5,0.675854218699646,0.8417455214198867,0.1658020626086939,717
410,39,100,5,0.6798935941966683,0.8417455214198867,0.1658020626086939,742
411,41,100,5,0.6798935941966683,0.8417455214198867,0.1658020626086939,755
412,43,100,5,0.6835416054575358,0.8417455214198867,0.1658020626086939,774
413,45,100,5,0.6868631627982862,0.8417455214198867,0.1658020626086939,800
414,47,100,5,0.6901496511179924,0.8417455214198867,0.1658020626086939,820
415,49,100,5,0.6996267689293405,0.8417455214198867,0.1658020626086939,843
416,0,100,6,0.1470864911620456,0.8308723491438699,0.1470864911620456,1
417,1,100,6,0.1601320372000787,0.8308723491438699,0.1470864911620456,41
418,3,100,6,0.1925992207215613,0.8308723491438699,0.1470864911620456,105
419,5,100,6,0.2255493045366379,0.8308723491438699,0.1470864911620456,161
420,7,100,6,0.2676638473920418,0.8308723491438699,0.1470864911620456,220
421,9,100,6,0.2870420216718799,0.8308723491438699,0.1470864911620456,263
422,11,100,6,0.3044905700409151,0.8308723491438699,0.1470864911620456,300
423,13,100,6,0.3401658676747939,0.8308723491438699,0.1470864911620456,351
424,15,100,6,0.3629982862493052,0.8308723491438699,0.1470864911620456,385
425,17,100,6,0.3946515235543624,0.8308723491438699,0.1470864911620456,425
426,19,100,6,0.4054504440831272,0.8308723491438699,0.1470864911620456,453
427,21,100,6,0.4375884251991591,0.8308723491438699,0.1470864911620456,480
428,23,100,6,0.4502562556796587,0.8308723491438699,0.1470864911620456,500
429,25,100,6,0.4555397824875234,0.8308723491438699,0.1470864911620456,526
430,27,100,6,0.5109275478292841,0.8308723491438699,0.1470864911620456,558
431,29,100,6,0.5358251955705055,0.8308723491438699,0.1470864911620456,587
432,31,100,6,0.5660695752777396,0.8308723491438699,0.1470864911620456,616
433,33,100,6,0.5975631103761759,0.8308723491438699,0.1470864911620456,643
434,35,100,6,0.6230104180444265,0.8308723491438699,0.1470864911620456,669
435,37,100,6,0.6332974842415107,0.8308723491438699,0.1470864911620456,696
436,39,100,6,0.645570166427417,0.8308723491438699,0.1470864911620456,721
437,41,100,6,0.6612546752816261,0.8308723491438699,0.1470864911620456,743
438,43,100,6,0.6739891576679348,0.8308723491438699,0.1470864911620456,776
439,45,100,6,0.685411726804375,0.8308723491438699,0.1470864911620456,801
440,47,100,6,0.7070401434522492,0.8308723491438699,0.1470864911620456,826
441,49,100,6,0.712696637872169,0.8308723491438699,0.1470864911620456,853
442,0,100,7,0.1257614430913934,0.8381104587256093,0.1257614430913934,1
443,1,100,7,0.1326443880805455,0.8381104587256093,0.1257614430913934,43
444,3,100,7,0.1622339758301524,0.8381104587256093,0.1257614430913934,114
445,5,100,7,0.1870070031272445,0.8381104587256093,0.1257614430913934,168
446,7,100,7,0.2064668009124358,0.8381104587256093,0.1257614430913934,222
447,9,100,7,0.2278729814374243,0.8381104587256093,0.1257614430913934,274
448,11,100,7,0.2416682502107469,0.8381104587256093,0.1257614430913934,313
449,13,100,7,0.2488335484503942,0.8381104587256093,0.1257614430913934,346
450,15,100,7,0.2547803709251783,0.8381104587256093,0.1257614430913934,389
451,17,100,7,0.270842162688007,0.8381104587256093,0.1257614430913934,429
452,19,100,7,0.2746438069624799,0.8381104587256093,0.1257614430913934,475
453,21,100,7,0.2821402866677312,0.8381104587256093,0.1257614430913934,508
454,23,100,7,0.2906156677561173,0.8381104587256093,0.1257614430913934,538
455,25,100,7,0.2979607686027243,0.8381104587256093,0.1257614430913934,566
456,27,100,7,0.3009465930014401,0.8381104587256093,0.1257614430913934,605
457,29,100,7,0.3049773738980655,0.8381104587256093,0.1257614430913934,641
458,31,100,7,0.3049773738980655,0.8381104587256093,0.1257614430913934,668
459,33,100,7,0.3092080511977643,0.8381104587256093,0.1257614430913934,701
460,35,100,7,0.3145153563696288,0.8381104587256093,0.1257614430913934,736
461,37,100,7,0.3178612795590105,0.8381104587256093,0.1257614430913934,776
462,39,100,7,0.3262647294550087,0.8381104587256093,0.1257614430913934,807
463,41,100,7,0.329010221953683,0.8381104587256093,0.1257614430913934,844
464,43,100,7,0.3317554316762263,0.8381104587256093,0.1257614430913934,879
465,45,100,7,0.3317554316762263,0.8381104587256093,0.1257614430913934,908
466,47,100,7,0.3341258428613988,0.8381104587256093,0.1257614430913934,938
467,49,100,7,0.3363007597037463,0.8381104587256093,0.1257614430913934,971
468,0,100,8,0.1282207680872203,0.8088581373319537,0.1282207680872203,1
469,1,100,8,0.1922531899286303,0.8088581373319537,0.1282207680872203,39
470,3,100,8,0.2867235428465567,0.8088581373319537,0.1282207680872203,101
471,5,100,8,0.3708630463610554,0.8088581373319537,0.1282207680872203,164
472,7,100,8,0.4401192483386377,0.8088581373319537,0.1282207680872203,211
473,9,100,8,0.5010714940396901,0.8088581373319537,0.1282207680872203,252
474,11,100,8,0.5322769356044315,0.8088581373319537,0.1282207680872203,312
475,13,100,8,0.5413234111343526,0.8088581373319537,0.1282207680872203,343
476,15,100,8,0.5497473817747847,0.8088581373319537,0.1282207680872203,368
477,17,100,8,0.5595645401566339,0.8088581373319537,0.1282207680872203,399
478,19,100,8,0.5656339992951341,0.8088581373319537,0.1282207680872203,430
479,21,100,8,0.5676460524493997,0.8088581373319537,0.1282207680872203,464
480,23,100,8,0.5680131048376446,0.8088581373319537,0.1282207680872203,481
481,25,100,8,0.5684822530677454,0.8088581373319537,0.1282207680872203,506
482,27,100,8,0.5689042151575573,0.8088581373319537,0.1282207680872203,536
483,29,100,8,0.5695299379758584,0.8088581373319537,0.1282207680872203,552
484,31,100,8,0.5708822073579516,0.8088581373319537,0.1282207680872203,585
485,33,100,8,0.571051708063071,0.8088581373319537,0.1282207680872203,613
486,35,100,8,0.5713700168913466,0.8088581373319537,0.1282207680872203,641
487,37,100,8,0.5713700168913466,0.8088581373319537,0.1282207680872203,668
488,39,100,8,0.5713700168913466,0.8088581373319537,0.1282207680872203,690
489,41,100,8,0.5713700168913466,0.8088581373319537,0.1282207680872203,713
490,43,100,8,0.5714095568582689,0.8088581373319537,0.1282207680872203,730
491,45,100,8,0.5714095568582689,0.8088581373319537,0.1282207680872203,741
492,47,100,8,0.5714095568582689,0.8088581373319537,0.1282207680872203,759
493,49,100,8,0.5714095568582689,0.8088581373319537,0.1282207680872203,774
494,0,100,10,0.1282146420099753,0.8245480965101816,0.1282146420099753,1
495,1,100,10,0.1540848574105514,0.8245480965101816,0.1282146420099753,42
496,3,100,10,0.2043028393930377,0.8245480965101816,0.1282146420099753,111
497,5,100,10,0.2674832516123396,0.8245480965101816,0.1282146420099753,163
498,7,100,10,0.2972808447581682,0.8245480965101816,0.1282146420099753,205
499,9,100,10,0.3487285233066186,0.8245480965101816,0.1282146420099753,267
500,11,100,10,0.3630086006173244,0.8245480965101816,0.1282146420099753,302
501,13,100,10,0.4207339831063444,0.8245480965101816,0.1282146420099753,359
502,15,100,10,0.441574254824175,0.8245480965101816,0.1282146420099753,398
503,17,100,10,0.4682610273499667,0.8245480965101816,0.1282146420099753,431
504,19,100,10,0.4868159455252987,0.8245480965101816,0.1282146420099753,462
505,21,100,10,0.5105914147659518,0.8245480965101816,0.1282146420099753,488
506,23,100,10,0.5208508599395476,0.8245480965101816,0.1282146420099753,513
507,25,100,10,0.532795913548825,0.8245480965101816,0.1282146420099753,540
508,27,100,10,0.5479812927942252,0.8245480965101816,0.1282146420099753,563
509,29,100,10,0.552424661013481,0.8245480965101816,0.1282146420099753,583
510,31,100,10,0.5613210024985866,0.8245480965101816,0.1282146420099753,605
511,33,100,10,0.5657815318476578,0.8245480965101816,0.1282146420099753,628
512,35,100,10,0.5734061506663047,0.8245480965101816,0.1282146420099753,646
513,37,100,10,0.5838457059803425,0.8245480965101816,0.1282146420099753,665
514,39,100,10,0.5869403183917578,0.8245480965101816,0.1282146420099753,679
515,41,100,10,0.5928198445846593,0.8245480965101816,0.1282146420099753,697
516,43,100,10,0.5973022937280974,0.8245480965101816,0.1282146420099753,716
517,45,100,10,0.6015653682154065,0.8245480965101816,0.1282146420099753,728
518,47,100,10,0.6048577860943969,0.8245480965101816,0.1282146420099753,747
519,49,100,10,0.6048577860943969,0.8245480965101816,0.1282146420099753,754
520,0,1000,0,0.1274868144200626,0.8509180475880371,0.1274868144200626,1
521,1,1000,0,0.3488286015984668,0.8509180475880371,0.1274868144200626,266
522,3,1000,0,0.4646731900155381,0.8509180475880371,0.1274868144200626,610
523,5,1000,0,0.5037457192712496,0.8509180475880371,0.1274868144200626,868
524,7,1000,0,0.5315048957296982,0.8509180475880371,0.1274868144200626,1112
525,9,1000,0,0.563841829091308,0.8509180475880371,0.1274868144200626,1344
526,11,1000,0,0.5942046395846335,0.8509180475880371,0.1274868144200626,1561
527,13,1000,0,0.6089559437029084,0.8509180475880371,0.1274868144200626,1748
528,15,1000,0,0.6395353851314797,0.8509180475880371,0.1274868144200626,1933
529,17,1000,0,0.6600732956103192,0.8509180475880371,0.1274868144200626,2102
530,19,1000,0,0.6819901539508463,0.8509180475880371,0.1274868144200626,2275
531,21,1000,0,0.7026253934996316,0.8509180475880371,0.1274868144200626,2434
532,23,1000,0,0.7094940770559649,0.8509180475880371,0.1274868144200626,2590
533,25,1000,0,0.7149631398461311,0.8509180475880371,0.1274868144200626,2733
534,27,1000,0,0.7209126036143672,0.8509180475880371,0.1274868144200626,2869
535,29,1000,0,0.7251082010433128,0.8509180475880371,0.1274868144200626,2990
536,31,1000,0,0.7287446641645636,0.8509180475880371,0.1274868144200626,3082
537,33,1000,0,0.7335665262345509,0.8509180475880371,0.1274868144200626,3174
538,35,1000,0,0.7371428985625237,0.8509180475880371,0.1274868144200626,3260
539,37,1000,0,0.7394048427828219,0.8509180475880371,0.1274868144200626,3373
540,39,1000,0,0.7424019576574147,0.8509180475880371,0.1274868144200626,3483
541,41,1000,0,0.7439671472179855,0.8509180475880371,0.1274868144200626,3560
542,43,1000,0,0.746050009172935,0.8509180475880371,0.1274868144200626,3645
543,45,1000,0,0.747328299004093,0.8509180475880371,0.1274868144200626,3723
544,47,1000,0,0.7481761710431176,0.8509180475880371,0.1274868144200626,3801
545,49,1000,0,0.7495762840421237,0.8509180475880371,0.1274868144200626,3891
546,0,1000,1,0.1325445596828589,0.8547401451553432,0.1325445596828589,1
547,1,1000,1,0.2209757412123171,0.8547401451553432,0.1325445596828589,291
548,3,1000,1,0.3885466273314124,0.8547401451553432,0.1325445596828589,672
549,5,1000,1,0.4733522014381657,0.8547401451553432,0.1325445596828589,955
550,7,1000,1,0.5193775626087676,0.8547401451553432,0.1325445596828589,1238
551,9,1000,1,0.5380905394105732,0.8547401451553432,0.1325445596828589,1481
552,11,1000,1,0.5617425206412843,0.8547401451553432,0.1325445596828589,1690
553,13,1000,1,0.5699193995185579,0.8547401451553432,0.1325445596828589,1872
554,15,1000,1,0.5820339087370996,0.8547401451553432,0.1325445596828589,2071
555,17,1000,1,0.5962681976032052,0.8547401451553432,0.1325445596828589,2257
556,19,1000,1,0.6073772145844588,0.8547401451553432,0.1325445596828589,2426
557,21,1000,1,0.6125953448642767,0.8547401451553432,0.1325445596828589,2567
558,23,1000,1,0.6183072549400148,0.8547401451553432,0.1325445596828589,2735
559,25,1000,1,0.6262842931538849,0.8547401451553432,0.1325445596828589,2882
560,27,1000,1,0.6313874912837271,0.8547401451553432,0.1325445596828589,3025
561,29,1000,1,0.6380394739070231,0.8547401451553432,0.1325445596828589,3150
562,31,1000,1,0.6469597686658688,0.8547401451553432,0.1325445596828589,3290
563,33,1000,1,0.6509966980373084,0.8547401451553432,0.1325445596828589,3403
564,35,1000,1,0.6513893372229238,0.8547401451553432,0.1325445596828589,3531
565,37,1000,1,0.655615013453898,0.8547401451553432,0.1325445596828589,3648
566,39,1000,1,0.662139028123443,0.8547401451553432,0.1325445596828589,3751
567,41,1000,1,0.6623344636581937,0.8547401451553432,0.1325445596828589,3854
568,43,1000,1,0.6638584950567414,0.8547401451553432,0.1325445596828589,3956
569,45,1000,1,0.6655751077422672,0.8547401451553432,0.1325445596828589,4067
570,47,1000,1,0.6667818989992029,0.8547401451553432,0.1325445596828589,4148
571,49,1000,1,0.6686558589620724,0.8547401451553432,0.1325445596828589,4256
572,0,1000,2,0.157839287183821,0.8461617567930518,0.157839287183821,1
573,1,1000,2,0.3300161561939289,0.8461617567930518,0.157839287183821,254
574,3,1000,2,0.5745712718013113,0.8461617567930518,0.157839287183821,573
575,5,1000,2,0.6689187757650289,0.8461617567930518,0.157839287183821,836
576,7,1000,2,0.672706103171204,0.8461617567930518,0.157839287183821,1004
577,9,1000,2,0.674829523243674,0.8461617567930518,0.157839287183821,1141
578,11,1000,2,0.676312113156639,0.8461617567930518,0.157839287183821,1261
579,13,1000,2,0.6788559683526763,0.8461617567930518,0.157839287183821,1380
580,15,1000,2,0.6805776495778987,0.8461617567930518,0.157839287183821,1511
581,17,1000,2,0.6820303644829532,0.8461617567930518,0.157839287183821,1640
582,19,1000,2,0.6827533877220588,0.8461617567930518,0.157839287183821,1741
583,21,1000,2,0.6839115065939638,0.8461617567930518,0.157839287183821,1851
584,23,1000,2,0.6847923816812711,0.8461617567930518,0.157839287183821,1934
585,25,1000,2,0.6851729031504786,0.8461617567930518,0.157839287183821,2026
586,27,1000,2,0.6871191129956449,0.8461617567930518,0.157839287183821,2113
587,29,1000,2,0.6880337175573608,0.8461617567930518,0.157839287183821,2210
588,31,1000,2,0.6889164860806521,0.8461617567930518,0.157839287183821,2283
589,33,1000,2,0.6889164860806521,0.8461617567930518,0.157839287183821,2373
590,35,1000,2,0.6892843379400834,0.8461617567930518,0.157839287183821,2461
591,37,1000,2,0.6894256367754239,0.8461617567930518,0.157839287183821,2534
592,39,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,2617
593,41,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,2693
594,43,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,2774
595,45,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,2858
596,47,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,2949
597,49,1000,2,0.689645457295909,0.8461617567930518,0.157839287183821,3035
598,0,1000,3,0.1603707439314983,0.8521578621099476,0.1603707439314983,1
599,1,1000,3,0.4941456083200147,0.8521578621099476,0.1603707439314983,274
600,3,1000,3,0.6798957074858595,0.8521578621099476,0.1603707439314983,612
601,5,1000,3,0.7281810027625109,0.8521578621099476,0.1603707439314983,855
602,7,1000,3,0.736675509193437,0.8521578621099476,0.1603707439314983,1094
603,9,1000,3,0.7369075454833589,0.8521578621099476,0.1603707439314983,1269
604,11,1000,3,0.7374320652931949,0.8521578621099476,0.1603707439314983,1430
605,13,1000,3,0.7380100371226552,0.8521578621099476,0.1603707439314983,1560
606,15,1000,3,0.7386534790891821,0.8521578621099476,0.1603707439314983,1673
607,17,1000,3,0.7398009939511234,0.8521578621099476,0.1603707439314983,1791
608,19,1000,3,0.7412773387119965,0.8521578621099476,0.1603707439314983,1888
609,21,1000,3,0.7419388425359926,0.8521578621099476,0.1603707439314983,1995
610,23,1000,3,0.7425433005037199,0.8521578621099476,0.1603707439314983,2097
611,25,1000,3,0.743498830896448,0.8521578621099476,0.1603707439314983,2180
612,27,1000,3,0.7456798052226078,0.8521578621099476,0.1603707439314983,2277
613,29,1000,3,0.7491343904771604,0.8521578621099476,0.1603707439314983,2374
614,31,1000,3,0.7518645970227683,0.8521578621099476,0.1603707439314983,2461
615,33,1000,3,0.7551066436382219,0.8521578621099476,0.1603707439314983,2557
616,35,1000,3,0.7612956721172635,0.8521578621099476,0.1603707439314983,2645
617,37,1000,3,0.7634370847353168,0.8521578621099476,0.1603707439314983,2742
618,39,1000,3,0.7740746927424426,0.8521578621099476,0.1603707439314983,2835
619,41,1000,3,0.7829695071500643,0.8521578621099476,0.1603707439314983,2911
620,43,1000,3,0.7861905933867311,0.8521578621099476,0.1603707439314983,2994
621,45,1000,3,0.7912273723126587,0.8521578621099476,0.1603707439314983,3097
622,47,1000,3,0.7975311328771824,0.8521578621099476,0.1603707439314983,3176
623,49,1000,3,0.8055373740356904,0.8521578621099476,0.1603707439314983,3284
624,0,1000,4,0.1234365855993075,0.8265274302584291,0.1234365855993075,1
625,1,1000,4,0.4260553972452548,0.8265274302584291,0.1234365855993075,272
626,3,1000,4,0.523689879668473,0.8265274302584291,0.1234365855993075,629
627,5,1000,4,0.5818267042205537,0.8265274302584291,0.1234365855993075,882
628,7,1000,4,0.6048906282708842,0.8265274302584291,0.1234365855993075,1077
629,9,1000,4,0.6298666623468917,0.8265274302584291,0.1234365855993075,1287
630,11,1000,4,0.6509228144902225,0.8265274302584291,0.1234365855993075,1475
631,13,1000,4,0.6738826513027685,0.8265274302584291,0.1234365855993075,1663
632,15,1000,4,0.6876560829759618,0.8265274302584291,0.1234365855993075,1841
633,17,1000,4,0.7033909461800051,0.8265274302584291,0.1234365855993075,2007
634,19,1000,4,0.7105177200421976,0.8265274302584291,0.1234365855993075,2163
635,21,1000,4,0.7220473898460718,0.8265274302584291,0.1234365855993075,2307
636,23,1000,4,0.7284359367275882,0.8265274302584291,0.1234365855993075,2468
637,25,1000,4,0.7369519118634276,0.8265274302584291,0.1234365855993075,2608
638,27,1000,4,0.7416608220051785,0.8265274302584291,0.1234365855993075,2756
639,29,1000,4,0.7448717894034866,0.8265274302584291,0.1234365855993075,2891
640,31,1000,4,0.7461907311241889,0.8265274302584291,0.1234365855993075,3030
641,33,1000,4,0.7470376887025446,0.8265274302584291,0.1234365855993075,3144
642,35,1000,4,0.7473807055224827,0.8265274302584291,0.1234365855993075,3271
643,37,1000,4,0.7476152603560146,0.8265274302584291,0.1234365855993075,3381
644,39,1000,4,0.7480193705273935,0.8265274302584291,0.1234365855993075,3495
645,41,1000,4,0.748198188029926,0.8265274302584291,0.1234365855993075,3584
646,43,1000,4,0.748198188029926,0.8265274302584291,0.1234365855993075,3680
647,45,1000,4,0.748198188029926,0.8265274302584291,0.1234365855993075,3753
648,47,1000,4,0.7482389911107965,0.8265274302584291,0.1234365855993075,3830
649,49,1000,4,0.7482389911107965,0.8265274302584291,0.1234365855993075,3906
650,0,1000,5,0.1365116765331346,0.8616943594451177,0.1365116765331346,1
651,1,1000,5,0.4949884525630063,0.8616943594451177,0.1365116765331346,289
652,3,1000,5,0.6263401752984705,0.8616943594451177,0.1365116765331346,604
653,5,1000,5,0.6921970899063997,0.8616943594451177,0.1365116765331346,908
654,7,1000,5,0.7315076952865112,0.8616943594451177,0.1365116765331346,1171
655,9,1000,5,0.7486945104618503,0.8616943594451177,0.1365116765331346,1362
656,11,1000,5,0.7603372523539568,0.8616943594451177,0.1365116765331346,1534
657,13,1000,5,0.7623459119394798,0.8616943594451177,0.1365116765331346,1667
658,15,1000,5,0.7631194632261733,0.8616943594451177,0.1365116765331346,1780
659,17,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,1871
660,19,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,1943
661,21,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2012
662,23,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2074
663,25,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2114
664,27,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2168
665,29,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2235
666,31,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2297
667,33,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2357
668,35,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2417
669,37,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2473
670,39,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2535
671,41,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2572
672,43,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2607
673,45,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2653
674,47,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2690
675,49,1000,5,0.7632135742678806,0.8616943594451177,0.1365116765331346,2736
676,0,1000,6,0.1449745994313983,0.8291452095788269,0.1449745994313983,1
677,1,1000,6,0.2583672091681084,0.8291452095788269,0.1449745994313983,291
678,3,1000,6,0.4481287117975445,0.8291452095788269,0.1449745994313983,677
679,5,1000,6,0.5192752967139578,0.8291452095788269,0.1449745994313983,958
680,7,1000,6,0.5724803431490311,0.8291452095788269,0.1449745994313983,1219
681,9,1000,6,0.6065269668232534,0.8291452095788269,0.1449745994313983,1435
682,11,1000,6,0.6205236708426713,0.8291452095788269,0.1449745994313983,1630
683,13,1000,6,0.6364346027232732,0.8291452095788269,0.1449745994313983,1809
684,15,1000,6,0.6395247940135576,0.8291452095788269,0.1449745994313983,1956
685,17,1000,6,0.6405952285541218,0.8291452095788269,0.1449745994313983,2092
686,19,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2201
687,21,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2310
688,23,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2411
689,25,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2484
690,27,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2564
691,29,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2636
692,31,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2707
693,33,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2762
694,35,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2829
695,37,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2885
696,39,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,2946
697,41,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,3008
698,43,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,3041
699,45,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,3090
700,47,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,3137
701,49,1000,6,0.6407108997622591,0.8291452095788269,0.1449745994313983,3197
702,0,1000,7,0.1241455628665243,0.8488997523113164,0.1241455628665243,1
703,1,1000,7,0.2570717517273784,0.8488997523113164,0.1241455628665243,286
704,3,1000,7,0.4550936234021084,0.8488997523113164,0.1241455628665243,714
705,5,1000,7,0.5866719784603177,0.8488997523113164,0.1241455628665243,1011
706,7,1000,7,0.6361669134184029,0.8488997523113164,0.1241455628665243,1244
707,9,1000,7,0.6571449334262414,0.8488997523113164,0.1241455628665243,1434
708,11,1000,7,0.6620011272504088,0.8488997523113164,0.1241455628665243,1584
709,13,1000,7,0.6654290234100597,0.8488997523113164,0.1241455628665243,1730
710,15,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,1871
711,17,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,1967
712,19,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2065
713,21,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2132
714,23,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2206
715,25,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2278
716,27,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2343
717,29,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2427
718,31,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2507
719,33,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2577
720,35,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2658
721,37,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2720
722,39,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2782
723,41,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2844
724,43,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2916
725,45,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,2972
726,47,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,3025
727,49,1000,7,0.6656207020563943,0.8488997523113164,0.1241455628665243,3086
728,0,1000,8,0.1321360270104922,0.8093489918880149,0.1321360270104922,1
729,1,1000,8,0.5770156636132571,0.8093489918880149,0.1321360270104922,264
730,3,1000,8,0.5818577652761203,0.8093489918880149,0.1321360270104922,549
731,5,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,722
732,7,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,846
733,9,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,945
734,11,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1028
735,13,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1094
736,15,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1174
737,17,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1225
738,19,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1291
739,21,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1351
740,23,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1410
741,25,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1460
742,27,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1500
743,29,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1534
744,31,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1578
745,33,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1616
746,35,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1667
747,37,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1708
748,39,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1753
749,41,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1787
750,43,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1824
751,45,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1863
752,47,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1910
753,49,1000,8,0.581905226050464,0.8093489918880149,0.1321360270104922,1956
754,0,1000,10,0.1379549033103782,0.8181178107767406,0.1379549033103782,1
755,1,1000,10,0.3459346113784248,0.8181178107767406,0.1379549033103782,269
756,3,1000,10,0.5293935202625089,0.8181178107767406,0.1379549033103782,608
757,5,1000,10,0.6072988394088634,0.8181178107767406,0.1379549033103782,935
758,7,1000,10,0.6430024812775431,0.8181178107767406,0.1379549033103782,1219
759,9,1000,10,0.673773639234974,0.8181178107767406,0.1379549033103782,1431
760,11,1000,10,0.6986067498294027,0.8181178107767406,0.1379549033103782,1642
761,13,1000,10,0.7081931468141607,0.8181178107767406,0.1379549033103782,1825
762,15,1000,10,0.7118490556346676,0.8181178107767406,0.1379549033103782,1999
763,17,1000,10,0.7135080309235491,0.8181178107767406,0.1379549033103782,2115
764,19,1000,10,0.7145492124606355,0.8181178107767406,0.1379549033103782,2239
765,21,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2351
766,23,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2458
767,25,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2541
768,27,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2619
769,29,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2692
770,31,1000,10,0.7146869452801519,0.8181178107767406,0.1379549033103782,2784
